name,Port,Port Name,Bytes (In Bytes),Protocol,Source VM,Source Cluster,Source Host,Source IP Address,Destination VM,Destination Cluster,Destination Host,Destination IP Address
"10.221.81.194(tmd01) -> 54.79.254.231(Sydney, AU) [port:443]",443,https,304.0,TCP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,54.79.254.231
"10.221.81.194(tmd01) -> 216.58.199.78(Mountain View, US) [port:443]",443,https,2887.0,UDP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,216.58.199.78
"10.221.81.189(vrni-platform-v6) -> 173.71.80.166(Mount Holly, US) [port:123]",123,ntp,256.0,UDP,vrni-platform-v6,Cluster-1,10.221.162.4,10.221.81.189,,,,173.71.80.166
10.221.81.194(tmd01) -> 40.125.122.176(US) [port:443],443,https,6002.0,TCP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,40.125.122.176
10.221.81.194(tmd01) -> 142.250.67.10(US) [port:443],443,https,110629.0,UDP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,142.250.67.10
"10.221.81.194(tmd01) -> 216.58.196.142(Mountain View, US) [port:80]",80,http,4125.0,TCP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,216.58.196.142
"10.221.81.194(tmd01) -> 216.58.199.80(Mountain View, US) [port:443]",443,https,11676.0,TCP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,216.58.199.80
10.221.81.194(tmd01) -> 142.250.66.238(US) [port:443],443,https,15859.0,TCP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,142.250.66.238
"10.221.81.194(tmd01) -> 216.58.203.99(Mountain View, US) [port:443]",443,https,48622.0,TCP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,216.58.203.99
10.221.81.194(tmd01) -> 172.217.167.80(US) [port:443],443,https,11708.0,TCP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,172.217.167.80
10.221.81.202(vROpsCloudProxy) -> 8.8.4.4(US) [port:53],53,dns,612.0,UDP,vROpsCloudProxy,Cluster-1,10.221.162.4,10.221.81.202,,,,8.8.4.4
10.221.81.194(tmd01) -> 172.217.25.132(US) [port:443],443,https,241082.0,UDP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,172.217.25.132
10.221.81.194(tmd01) -> 142.250.66.206(US) [port:443],443,https,26041.0,TCP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,142.250.66.206
10.221.81.194(tmd01) -> 40.91.75.5(US) [port:443],443,https,724206.0,TCP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,40.91.75.5
10.221.81.194(tmd01) -> 142.250.66.161(US) [port:443],443,https,1.2902683E7,UDP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,142.250.66.161
"10.221.81.194(tmd01) -> 40.90.23.208(Washington, US) [port:443]",443,https,20985.0,TCP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,40.90.23.208
"10.221.81.194(tmd01) -> 13.86.124.174(Des Moines, US) [port:443]",443,https,406889.0,TCP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,13.86.124.174
10.221.81.194(tmd01) -> 184.29.15.238(US) [port:80],80,http,2383.0,TCP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,184.29.15.238
10.221.81.194(tmd01) -> 142.250.66.227(US) [port:443],443,https,66792.0,UDP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,142.250.66.227
10.221.81.194(tmd01) -> 198.8.71.129(US) [port:443],443,https,11572.0,TCP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,198.8.71.129
"10.221.81.194(tmd01) -> 40.90.23.153(Washington, US) [port:443]",443,https,20995.0,TCP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,40.90.23.153
10.221.81.194(tmd01) -> 172.217.25.164(US) [port:443],443,https,86793.0,UDP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,172.217.25.164
10.221.81.194(tmd01) -> 149.135.80.32(AU) [port:80],80,http,196341.0,TCP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,149.135.80.32
10.221.81.194(tmd01) -> 172.217.25.35(US) [port:443],443,https,4563.0,TCP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,172.217.25.35
10.221.81.194(tmd01) -> 13.107.5.93(US) [port:443],443,https,65255.0,TCP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,13.107.5.93
10.221.81.194(tmd01) -> 74.125.24.189(US) [port:443],443,https,60066.0,UDP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,74.125.24.189
10.221.81.194(tmd01) -> 104.18.20.226(US) [port:80],80,http,2907.0,TCP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,104.18.20.226
"10.221.81.190(vrni-proxy-v6) -> 3.217.79.242(Ashburn, US) [port:123]",123,ntp,256.0,UDP,vrni-proxy-v6,Cluster-1,10.221.162.4,10.221.81.190,,,,3.217.79.242
"10.221.81.194(tmd01) -> 216.58.196.132(Mountain View, US) [port:443]",443,https,365616.0,UDP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,216.58.196.132
10.221.81.190(vrni-proxy-v6) -> 74.6.168.73(US) [port:123],123,ntp,,UDP,vrni-proxy-v6,Cluster-1,10.221.162.4,10.221.81.190,,,,74.6.168.73
"10.221.81.194(tmd01) -> 54.175.140.240(Ashburn, US) [port:443]",443,https,29433.0,TCP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,54.175.140.240
10.221.81.194(tmd01) -> 142.250.66.228(US) [port:443],443,https,28870.0,UDP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,142.250.66.228
10.221.81.194(tmd01) -> 142.250.66.196(US) [port:443],443,https,7596.0,TCP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,142.250.66.196
10.221.81.194(tmd01) -> 142.250.71.78(US) [port:80],80,http,8250.0,TCP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,142.250.71.78
10.221.81.194(tmd01) -> 142.250.66.161(US) [port:443],443,https,14886.0,TCP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,142.250.66.161
10.221.81.191(vrni-proxy) -> 162.159.200.1 [port:123],123,ntp,,UDP,vrni-proxy,Cluster-1,10.221.162.4,10.221.81.191,,,,162.159.200.1
"10.221.81.194(tmd01) -> 13.238.54.232(Sydney, AU) [port:443]",443,https,33556.0,TCP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,13.238.54.232
10.221.81.194(tmd01) -> 142.250.66.206(US) [port:80],80,http,4116.0,TCP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,142.250.66.206
10.221.81.194(tmd01) -> 104.74.50.201(US) [port:80],80,http,12860.0,TCP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,104.74.50.201
10.221.81.194(tmd01) -> 142.250.71.74(US) [port:443],443,https,106686.0,TCP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,142.250.71.74
"10.221.81.194(tmd01) -> 52.52.14.151(San Jose, US) [port:443]",443,https,8159.0,TCP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,52.52.14.151
10.221.81.194(tmd01) -> 142.250.67.14(US) [port:443],443,https,35793.0,UDP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,142.250.67.14
"10.221.81.194(tmd01) -> 216.58.199.66(Mountain View, US) [port:443]",443,https,29491.0,UDP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,216.58.199.66
10.221.81.194(tmd01) -> 104.98.34.218(US) [port:443],443,https,8172277.0,TCP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,104.98.34.218
"10.221.81.194(tmd01) -> 216.58.196.138(Mountain View, US) [port:443]",443,https,12360.0,TCP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,216.58.196.138
"10.221.81.191(vrni-proxy) -> 173.71.80.166(Mount Holly, US) [port:123]",123,ntp,256.0,UDP,vrni-proxy,Cluster-1,10.221.162.4,10.221.81.191,,,,173.71.80.166
10.221.81.194(tmd01) -> 172.217.25.142(US) [port:443],443,https,169157.0,UDP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,172.217.25.142
10.221.81.194(tmd01) -> 172.217.25.142(US) [port:443],443,https,10867.0,TCP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,172.217.25.142
10.221.81.194(tmd01) -> 142.250.66.164(US) [port:443],443,https,17322.0,UDP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,142.250.66.164
10.221.81.194(tmd01) -> 10.221.81.195(tm01) [port:443],443,https,3.7278199E7,TCP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,tm01,Cluster-1,10.221.162.4,10.221.81.195
10.221.81.194(tmd01) -> 103.229.10.228(SG) [port:443],443,https,7236.0,TCP,tmd01,Cluster-1,10.221.162.4,10.221.81.194,,,,103.229.10.228
